movie,leftSpaceCount,pctTokens,pctRecords,pctTokensI,pctTokensQuestionMark,pctTokensQuestionWord,pctTokensYou,pctTokensWe,pctTokensCapitalized,pctTokensCharacterMention,pctTokensCharacterMentionCapitalized,pctLinesCharacterMention,pctLinesCharacterMentionCapitalized,pctLinesOnlyCapitalizedCharacterMention,pctLinesCharacterDirection,pctLinesCapitalized,pctLinesSetting,dialogueIndentInd,characterIndentInd,descriptionIndentInd,settingIndentInd,characterDirectionIndentInd,mixedCharacterWithDialogueIndentInd,mixedDescriptionWithDialogueIndentInd,dialogueIndentCount,characterIndentCount,descriptionIndentCount,settingIndentCount,characterDirectionIndentCount,mixedCharacterWithDialogueIndentCount,mixedDescriptionWithDialogueIndentCount,entropy,pctRecordsDropped,pctTokensDropped
signs,14,0.00926433004746258,0.0422013820335637,0,0,0,0,0,0.00492610837438424,0.295566502463054,0,0.350877192982456,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1.17659776626806,0.0636722606120434,0.0172964585615188
signs,15,0.000136911281489595,0.000246791707798618,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.17659776626806,0.0636722606120434,0.0172964585615188
signs,20,0.0301204819277108,0.142398815399803,0,0,0,0,0,1,0.784848484848485,0.784848484848485,0.897746967071057,0.897746967071057,0.812824956672444,0.00173310225303293,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1.17659776626806,0.0636722606120434,0.0172964585615188
signs,22,9.12741876597298e-05,0.000246791707798618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.17659776626806,0.0636722606120434,0.0172964585615188
signs,29,4.56370938298649e-05,0.000246791707798618,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.17659776626806,0.0636722606120434,0.0172964585615188
signs,30,4.56370938298649e-05,0.000246791707798618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.17659776626806,0.0636722606120434,0.0172964585615188
signs,43,0.000136911281489595,0.000246791707798618,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.17659776626806,0.0636722606120434,0.0172964585615188
signs,45,0.000365096750638919,0.000987166831194472,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.17659776626806,0.0636722606120434,0.0172964585615188
signs,50,0.0070281124497992,0.0190029615004936,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.17659776626806,0.0636722606120434,0.0172964585615188
silenceofthelambs,0,0.000169021702386586,0.000185425551641016,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.31691254535754,0.0610050064898943,0.0226827124602799
silenceofthelambs,15,0.564059225204516,0.401631744854441,0,0.000239721922569819,0.00257701066762555,0,0.00455471652882656,0.123936233968596,0.0333213472372048,0.00940908546086539,0.256694367497692,0.0724838411819021,0.0203139427516159,0.0203139427516159,0.188827331486611,0.061865189289012,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1.31691254535754,0.0610050064898943,0.0226827124602799
